Barge_Name,Start_Area,Complete_Area,Start_DMX,Start_DMY,Complete_DMX,Complete_DMY,Final_Elevation,Start_Time,Complete_Time
AMOS16,,,347134.807,347134.04,347134.927,347134.16,11.52,0934,0934
